;name;set_name;cmc;power;toughness;oracle_text
175;Homunculus Horde;Foundations;4.0;2;2;Whenever you draw your second card each turn, create a token that's a copy of this creature.
176;Kiora, the Rising Tide;Foundations;3.0;3;2;"When Kiora enters, draw two cards, then discard two cards.
Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token."
177;Sphinx of Forgotten Lore;Foundations;4.0;3;3;"Flash (You may cast this spell any time you could cast an instant.)
Flying
Whenever this creature attacks, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to that card's mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)"
178;Abyssal Harvester;Foundations;3.0;3;2;{T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exile all other Nightmare tokens you control.
179;Bloodthirsty Conqueror;Foundations;5.0;5;5;"Flying, deathtouch
Whenever an opponent loses life, you gain that much life. (Damage causes loss of life.)"
180;High-Society Hunter;Foundations;5.0;5;3;"Flying
Whenever this creature attacks, you may sacrifice another creature. If you do, put a +1/+1 counter on this creature.
Whenever another nontoken creature dies, draw a card."
181;Nine-Lives Familiar;Foundations;3.0;1;1;"This creature enters with eight revival counters on it if you cast it.
When this creature dies, if it had a revival counter on it, return it to the battlefield with one fewer revival counter on it at the beginning of the next end step."
182;Tinybones, Bauble Burglar;Foundations;2.0;1;3;"Whenever an opponent discards a card, exile it from their graveyard with a stash counter on it.
During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells.
{3}{B}, {T}: Each opponent discards a card. Activate only as a sorcery."
183;Vengeful Bloodwitch;Foundations;2.0;1;1;Whenever this creature or another creature you control dies, target opponent loses 1 life and you gain 1 life.
184;Zul Ashur, Lich Lord;Foundations;2.0;2;2;"Ward—Pay 2 life. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays 2 life.)
{T}: You may cast target Zombie creature card from your graveyard this turn."
185;Etali, Primal Storm;Foundations;6.0;6;6;Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.
186;Kellan, Planar Trailblazer;Foundations;1.0;2;1;"{1}{R}: If Kellan is a Scout, it becomes a Human Faerie Detective and gains ""Whenever Kellan deals combat damage to a player, exile the top card of your library. You may play that card this turn.""
{2}{R}: If Kellan is a Detective, it becomes a 3/2 Human Faerie Rogue and gains double strike."
187;Searslicer Goblin;Foundations;2.0;2;1;Raid — At the beginning of your end step, if you attacked this turn, create a 1/1 red Goblin creature token.
188;Twinflame Tyrant;Foundations;5.0;3;5;"Flying
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead."
189;Ghalta, Primal Hunger;Foundations;12.0;12;12;"This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)"
190;Loot, Exuberant Explorer;Foundations;3.0;1;4;"You may play an additional land on each of your turns.
{4}{G}{G}, {T}: Look at the top six cards of your library. You may reveal a creature card with mana value less than or equal to the number of lands you control from among them and put it onto the battlefield. Put the rest on the bottom in a random order."
191;Mossborn Hydra;Foundations;3.0;0;0;"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
This creature enters with a +1/+1 counter on it.
Landfall — Whenever a land you control enters, double the number of +1/+1 counters on this creature."
192;Quilled Greatwurm;Foundations;6.0;7;7;"Trample
Whenever a creature you control deals combat damage during your turn, put that many +1/+1 counters on it. (It must survive to get the counters.)
You may cast this card from your graveyard by removing six counters from among creatures you control in addition to paying its other costs."
193;Reclamation Sage;Foundations;3.0;2;1;When this creature enters, you may destroy target artifact or enchantment.
194;Spinner of Souls;Foundations;3.0;4;3;"Reach
Whenever another nontoken creature you control dies, you may reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order."
195;Alesha, Who Laughs at Fate;Foundations;3.0;2;2;"First strike
Whenever Alesha attacks, put a +1/+1 counter on it.
Raid — At the beginning of your end step, if you attacked this turn, return target creature card with mana value less than or equal to Alesha's power from your graveyard to the battlefield."
196;Ashroot Animist;Foundations;4.0;4;4;"Trample
When this creature attacks, another target creature you control gains trample and gets +X/+X until end of turn, where X is this creature's power."
197;Elenda, Saint of Dusk;Foundations;4.0;4;4;"Lifelink, hexproof from instants
As long as your life total is greater than your starting life total, Elenda gets +1/+1 and has menace. Elenda gets an additional +5/+5 as long as your life total is at least 10 greater than your starting life total."
198;Koma, World-Eater;Foundations;7.0;8;12;"This spell can't be countered.
Trample, ward {4}
Whenever Koma deals combat damage to a player, create four 3/3 blue Serpent creature tokens named Koma's Coil."
199;Kykar, Zephyr Awakener;Foundations;4.0;3;4;"Flying
Whenever you cast a noncreature spell, choose one —
• Exile another target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
• Create a 1/1 white Spirit creature token with flying."
200;Lathril, Blade of the Elves;Foundations;4.0;2;3;"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Lathril deals combat damage to a player, create that many 1/1 green Elf Warrior creature tokens.
{T}, Tap ten untapped Elves you control: Each opponent loses 10 life and you gain 10 life."
201;Niv-Mizzet, Visionary;Foundations;6.0;5;5;"Flying
You have no maximum hand size.
Whenever a source you control deals noncombat damage to an opponent, you draw that many cards."
202;Zimone, Paradox Sculptor;Foundations;4.0;1;4;"At the beginning of combat on your turn, put a +1/+1 counter on each of up to two target creatures you control.
{G}{U}, {T}: Double the number of each kind of counter on up to two target creatures and/or artifacts you control."
203;Scrawling Crawler;Foundations;3.0;3;2;"At the beginning of your upkeep, each player draws a card.
Whenever an opponent draws a card, that player loses 1 life."
204;Sire of Seven Deaths;Foundations;7.0;7;7;"First strike, vigilance
Menace, trample
Reach, lifelink
Ward—Pay 7 life."
205;Arahbo, the First Fang;Foundations;3.0;2;2;"Other Cats you control get +1/+1.
Whenever Arahbo or another nontoken Cat you control enters, create a 1/1 white Cat creature token."
206;Crystal Barricade;Foundations;2.0;0;4;"Defender (This creature can't attack.)
You have hexproof. (You can't be the target of spells or abilities your opponents control.)
Prevent all noncombat damage that would be dealt to other creatures you control."
207;Exemplar of Light;Foundations;4.0;3;3;"Flying
Whenever you gain life, put a +1/+1 counter on this creature.
Whenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn."
208;Giada, Font of Hope;Foundations;2.0;2;2;"Flying, vigilance
Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell."
209;Herald of Eternal Dawn;Foundations;7.0;6;6;"Flash (You may cast this spell any time you could cast an instant.)
Flying
You can't lose the game and your opponents can't win the game."
210;Skyknight Squire;Foundations;2.0;1;1;"Whenever another creature you control enters, put a +1/+1 counter on this creature.
As long as this creature has three or more +1/+1 counters on it, it has flying and is a Knight in addition to its other types."
211;Archmage of Runes;Foundations;5.0;3;6;"Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, draw a card."
212;Curator of Destinies;Foundations;6.0;5;5;"This spell can't be countered.
Flying
When this creature enters, look at the top five cards of your library and separate them into a face-down pile and a face-up pile. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard."
213;Drake Hatcher;Foundations;2.0;1;3;"Vigilance, prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever this creature deals combat damage to a player, put that many incubation counters on it.
Remove three incubation counters from this creature: Create a 2/2 blue Drake creature token with flying."
214;High Fae Trickster;Foundations;4.0;4;2;"Flash (You may cast this spell any time you could cast an instant.)
Flying
You may cast spells as though they had flash."
215;Homunculus Horde;Foundations;4.0;2;2;Whenever you draw your second card each turn, create a token that's a copy of this creature.
216;Kiora, the Rising Tide;Foundations;3.0;3;2;"When Kiora enters, draw two cards, then discard two cards.
Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token."
217;Sphinx of Forgotten Lore;Foundations;4.0;3;3;"Flash (You may cast this spell any time you could cast an instant.)
Flying
Whenever this creature attacks, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to that card's mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)"
218;Abyssal Harvester;Foundations;3.0;3;2;{T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exile all other Nightmare tokens you control.
